,Time,TPU_cores
1488,1651108798,56
1489,1651108828,56
1490,1651108858,56
1491,1651108888,56
1492,1651108918,56
1493,1651108948,56
1494,1651108978,56
1495,1651109008,56
1496,1651109038,56
1497,1651109068,56
1498,1651109098,56
1499,1651109128,56
1500,1651109158,56
1501,1651109188,56
1502,1651109218,56
1503,1651109248,56
1504,1651109278,56
1505,1651109308,56
1506,1651109338,56
1507,1651109368,56
1508,1651109398,56
1509,1651109428,56
1510,1651109458,56
1511,1651109488,56
1512,1651109518,56
1513,1651109548,56
1514,1651109578,56
1515,1651109608,56
1516,1651109638,56
1517,1651109668,56
1518,1651109698,56
1519,1651109728,56
1520,1651109758,56
1521,1651109788,56
1522,1651109818,56
1523,1651109848,56
1524,1651109878,56
1525,1651109908,56
1526,1651109938,56
1527,1651109968,56
1528,1651109998,56
1529,1651110028,56
1530,1651110058,56
1531,1651110088,56
1532,1651110118,56
1533,1651110148,56
1534,1651110178,56
1535,1651110208,56
1536,1651110238,56
1537,1651110268,56
1538,1651110298,56
1539,1651110328,56
1540,1651110358,56
1541,1651110388,56
1542,1651110418,56
1543,1651110448,56
1544,1651110478,56
1545,1651110508,56
1546,1651110538,56
1547,1651110568,56
1548,1651110598,56
1549,1651110628,56
1550,1651110658,56
1551,1651110688,56
1552,1651110718,56
1553,1651110748,56
1554,1651110778,56
1555,1651110808,56
1556,1651110838,64
1557,1651110868,72
1558,1651110898,112
1559,1651110928,112
1560,1651110958,112
1561,1651110988,112
1562,1651111018,112
1563,1651111048,104
1564,1651111078,104
1565,1651111108,96
1566,1651111138,104
1567,1651111168,112
1568,1651111198,120
1569,1651111228,120
1570,1651111258,120
1571,1651111288,120
1572,1651111318,120
1573,1651111348,120
1574,1651111378,120
1575,1651111408,112
1576,1651111438,112
1577,1651111468,112
1578,1651111498,120
1579,1651111528,120
1580,1651111558,112
1581,1651111588,112
1582,1651111618,112
1583,1651111648,120
1584,1651111678,120
1585,1651111708,120
1586,1651111738,120
1587,1651111768,112
1588,1651111798,112
1589,1651111828,112
1590,1651111858,120
1591,1651111888,120
1592,1651111918,120
1593,1651111948,120
1594,1651111978,120
1595,1651112008,120
1596,1651112038,112
1597,1651112068,112
1598,1651112098,112
1599,1651112128,120
1600,1651112158,120
1601,1651112188,120
1602,1651112218,120
1603,1651112248,120
1604,1651112278,120
1605,1651112308,120
1606,1651112338,120
1607,1651112368,120
1608,1651112398,120
1609,1651112428,112
1610,1651112458,112
1611,1651112488,112
1612,1651112518,112
1613,1651112548,120
1614,1651112578,120
1615,1651112608,120
1616,1651112638,120
1617,1651112668,120
1618,1651112698,120
1619,1651112728,120
1620,1651112758,120
1621,1651112788,120
1622,1651112818,120
1623,1651112848,120
1624,1651112878,120
1625,1651112908,120
1626,1651112938,120
1627,1651112968,120
1628,1651112998,120
1629,1651113028,120
1630,1651113058,120
1631,1651113088,120
1632,1651113118,120
1633,1651113148,120
1634,1651113178,120
1635,1651113208,120
1636,1651113238,120
1637,1651113268,120
1638,1651113298,120
1639,1651113328,120
1640,1651113358,120
1641,1651113388,120
1642,1651113418,120
1643,1651113448,120
1644,1651113478,120
1645,1651113508,120
1646,1651113538,120
1647,1651113568,120
1648,1651113598,120
1649,1651113628,120
1650,1651113658,120
1651,1651113688,120
1652,1651113718,120
1653,1651113748,120
1654,1651113778,120
1655,1651113808,120
1656,1651113838,120
1657,1651113868,120
1658,1651113898,120
1659,1651113928,120
1660,1651113958,120
1661,1651113988,120
1662,1651114018,120
1663,1651114048,120
1664,1651114078,120
1665,1651114108,120
1666,1651114138,120
1667,1651114168,120
1668,1651114198,120
1669,1651114228,120
1670,1651114258,120
1671,1651114288,120
1672,1651114318,120
1673,1651114348,120
1674,1651114378,120
1675,1651114408,120
1676,1651114438,120
1677,1651114468,120
1678,1651114498,120
1679,1651114528,120
1680,1651114558,112
1681,1651114588,112
1682,1651114618,112
1683,1651114648,112
1684,1651114678,112
1685,1651114708,112
1686,1651114738,112
1687,1651114768,112
1688,1651114798,112
1689,1651114828,112
1690,1651114858,112
1691,1651114888,112
1692,1651114918,112
1693,1651114948,112
1694,1651114978,112
1695,1651115008,112
1696,1651115038,112
1697,1651115068,112
1698,1651115098,112
1699,1651115128,112
1700,1651115158,112
1701,1651115188,112
1702,1651115218,112
1703,1651115248,112
1704,1651115278,112
1705,1651115308,112
1706,1651115338,112
1707,1651115368,112
1708,1651115398,112
1709,1651115428,112
1710,1651115458,112
1711,1651115488,104
1712,1651115518,104
1713,1651115548,104
1714,1651115578,112
1715,1651115608,112
1716,1651115638,112
1717,1651115668,112
1718,1651115698,112
1719,1651115728,112
1720,1651115758,112
1721,1651115788,112
1722,1651115818,104
1723,1651115848,104
1724,1651115878,104
1725,1651115908,112
1726,1651115938,112
1727,1651115968,112
1728,1651115998,112
1729,1651116028,112
1730,1651116058,112
1731,1651116088,112
1732,1651116118,112
1733,1651116148,112
1734,1651116178,112
1735,1651116208,112
1736,1651116238,112
1737,1651116268,112
1738,1651116298,104
1739,1651116328,104
1740,1651116358,104
1741,1651116388,112
1742,1651116418,112
1743,1651116448,112
1744,1651116478,112
1745,1651116508,112
1746,1651116538,112
1747,1651116568,112
1748,1651116598,112
1749,1651116628,112
1750,1651116658,112
1751,1651116688,112
1752,1651116718,112
1753,1651116748,112
1754,1651116778,112
1755,1651116808,112
1756,1651116838,112
1757,1651116868,112
1758,1651116898,112
1759,1651116928,112
1760,1651116958,112
1761,1651116988,112
1762,1651117018,112
1763,1651117048,112
1764,1651117078,112
1765,1651117108,112
1766,1651117138,112
1767,1651117168,112
1768,1651117198,112
1769,1651117228,112
1770,1651117258,112
1771,1651117288,112
1772,1651117318,112
1773,1651117348,112
1774,1651117378,112
1775,1651117408,112
1776,1651117438,112
1777,1651117468,112
1778,1651117498,112
1779,1651117528,112
1780,1651117558,112
1781,1651117588,112
1782,1651117618,112
1783,1651117648,112
1784,1651117678,112
1785,1651117708,112
1786,1651117738,112
1787,1651117768,112
1788,1651117798,112
1789,1651117828,112
1790,1651117858,112
1791,1651117888,112
1792,1651117918,112
1793,1651117948,112
1794,1651117978,112
1795,1651118008,112
1796,1651118038,112
1797,1651118068,112
1798,1651118098,112
1799,1651118128,112
1800,1651118158,112
1801,1651118188,112
1802,1651118218,112
1803,1651118248,112
1804,1651118278,112
1805,1651118308,112
1806,1651118338,112
1807,1651118368,112
1808,1651118398,112
1809,1651118428,112
1810,1651118458,112
1811,1651118488,112
1812,1651118518,112
1813,1651118548,112
1814,1651118578,112
1815,1651118608,112
1816,1651118638,112
1817,1651118668,112
1818,1651118698,112
1819,1651118728,112
1820,1651118758,112
1821,1651118788,112
1822,1651118818,112
1823,1651118848,112
1824,1651118878,112
1825,1651118908,112
1826,1651118938,112
1827,1651118968,112
1828,1651118998,112
1829,1651119028,112
1830,1651119058,112
1831,1651119088,112
1832,1651119118,112
1833,1651119148,112
1834,1651119178,112
1835,1651119208,112
1836,1651119238,112
1837,1651119268,112
1838,1651119298,112
1839,1651119328,112
1840,1651119358,112
1841,1651119388,112
1842,1651119418,112
1843,1651119448,112
1844,1651119478,112
1845,1651119508,112
1846,1651119538,112
1847,1651119568,112
1848,1651119598,112
1849,1651119628,112
1850,1651119658,112
1851,1651119688,112
1852,1651119718,112
1853,1651119748,112
1854,1651119778,112
1855,1651119808,112
1856,1651119838,112
1857,1651119868,112
1858,1651119898,112
1859,1651119928,112
1860,1651119958,112
1861,1651119988,112
1862,1651120018,112
1863,1651120048,112
1864,1651120078,112
1865,1651120108,112
1866,1651120138,112
1867,1651120168,112
1868,1651120198,112
1869,1651120228,112
1870,1651120258,112
1871,1651120288,112
1872,1651120318,112
1873,1651120348,112
1874,1651120378,112
1875,1651120408,112
1876,1651120438,112
1877,1651120468,112
1878,1651120498,112
1879,1651120528,112
1880,1651120558,112
1881,1651120588,112
1882,1651120618,112
1883,1651120648,112
1884,1651120678,112
1885,1651120708,112
1886,1651120738,112
1887,1651120768,112
1888,1651120798,112
1889,1651120828,112
1890,1651120858,112
1891,1651120888,112
1892,1651120918,112
1893,1651120948,112
1894,1651120978,112
1895,1651121008,112
1896,1651121038,112
1897,1651121068,112
1898,1651121098,112
1899,1651121128,112
1900,1651121158,112
1901,1651121188,112
1902,1651121218,112
1903,1651121248,112
1904,1651121278,112
1905,1651121308,112
1906,1651121338,112
1907,1651121368,112
1908,1651121398,112
1909,1651121428,112
1910,1651121458,112
1911,1651121488,112
1912,1651121518,112
1913,1651121548,112
1914,1651121578,112
1915,1651121608,112
1916,1651121638,112
1917,1651121668,112
1918,1651121698,112
1919,1651121728,112
1920,1651121758,112
1921,1651121788,112
1922,1651121818,112
1923,1651121848,112
1924,1651121878,112
1925,1651121908,112
1926,1651121938,112
1927,1651121968,112
1928,1651121998,112
1929,1651122028,112
1930,1651122058,112
1931,1651122088,112
1932,1651122118,112
1933,1651122148,112
